Opinto;Tyyppi;Toteutus;Alkupvm;Loppupvm;Nimi;Vastuutoimipiste;Vastuuohjelma
ME080304A;OSA;212PB;20121022;20121218;Automaatiotekniikan perusteet;TIEDEB;ME
ME080304B;OSA;212RA;20121022;20121218;Automaatiotekniikan perusteet;OTA;ME
ME080401B;OSA;212RA;20121022;20121218;Hitsaustekniikka;OTA;ME
ME080402B;OSA;212PA;20121022;20121218;Työstötekniikka;OTA;ME
ME080402B;OSA;212PB;20121022;20121218;Työstötekniikka;TIEDEB;ME
ME080402B;OSA;212PC;20121022;20121218;Työstötekniikka;TIEDEB;ME
ME080404;OJ;212PA;20121022;20121218;Valmistustekniikan laboraatiot;TIEDEB;ME
ME080404;OJ;212RA;20121022;20121218;Valmistustekniikan laboraatiot;OTA;ME
ME080502B;OSA;212PA;20121022;20121218;Tuotekehitysprosessi;TIEDEB;ME
ME080502B;OSA;212PB;20121022;20121218;Tuotekehitysprosessi;TIEDEB;ME
ME080502B;OSA;212RA;20121022;20121218;Tuotekehitysprosessi;OTA;ME
ME080503B;OSA;212PA;20121022;20121218;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME080503B;OSA;212PB;20121022;20121218;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME080504B;OSA;212PA;20121022;20121218;Suunnitteluprojekti;TIEDEB;ME
ME080504B;OSA;212RA;20121022;20121218;Suunnitteluprojekti;OTA;ME
ME080504B;OSA;212RB;20121022;20121218;Suunnitteluprojekti;OTA;ME
ME080602B;OSA;212PA;20121022;20121218;Konedynamiikka;TIEDEB;ME
ME080603;OJ;413PA;20121022;20121218;Tuotekehityksen harjoitukset;TIEDEB;ME
ME080701;OJ;112RA;20121022;20121218;Laivan suunnittelun perusteet;OTA;ME
ME080801B;OSA;212PA;20121022;20121218;Höyrytekniikka;TIEDEB;ME
ME080801B;OSA;212PB;20121022;20121218;Höyrytekniikka;TIEDEB;ME
ME080902;OJ;112PA;20121029;20121218;Puu- ja bioenergia;TIEDEB;ME
ME080903A;OSA;212PA;20121029;20121218;Lämpökeskusten suunnittelu;TIEDEB;ME
TY080102;OJ;212RB;20121022;20121218;Asiantuntijaviestintä;OTA;ME
TY080105;OJ;112PB;20120823;20121218;Työelämän ja tekniikan englanti 1;TIEDEB;ME
TY080105;OJ;112PC;20120823;20121218;Työelämän ja tekniikan englanti 1;TIEDEB;ME
TY080106;OJ;112PB;20120823;20121218;Työelämän ja tekniikan englanti 2;OTA;ME
TY080106;OJ;112PC;20120823;20121218;Työelämän ja tekniikan englanti 2;OTA;ME
TY080106;OJ;112PD;20120903;20121218;Työelämän ja tekniikan englanti 2;OTA;ME
TY080106;OJ;212PC;20121022;20121218;Työelämän ja tekniikan englanti 2;TIEDEB;ME
TY080106;OJ;212PD;20121022;20121218;Työelämän ja tekniikan englanti 2;TIEDEB;ME
TY080107;OJ;112PE;20120823;20121218;Työelämän ja tekniikan ruotsi;TIEDEB;ME
TY080203A;OSA;212PD;20121022;20121218;Geometria A;TIEDEB;ME
TY080203A;OSA;212PE;20121022;20121218;Geometria A;TIEDEB;ME
TY080204B;OSA;212RA;20121022;20121218;Differentiaali- ja integraalilaskenta B;OTA;ME
TY080205;OJ;212PG;20121022;20121218;Mekaniikka;TIEDEB;ME
TY080205;OJ;212PH;20121022;20121218;Mekaniikka;TIEDEB;ME
TY080206;OJ;212PA;20121022;20121218;Sähkömagnetismi;OTA;ME
TY080208J;OSA;112PA;20120823;20121218;Fysiikan laboraatiot;OTA;ME
TY080208SY;OSA;112PK;20120823;20121218;Fysiikan laboratiot, syksy;TIEDEB;ME
TY080209;OJ;212RA;20121022;20121218;Kemia;OTA;ME
TY080209B;OSA;212PB;20121022;20121218;Kemia, laboratoriotyöt;TIEDEB;ME
TY100202B;OSA;212PA;20121022;20121218;Algebra / B;TIEDEB;ME
TY100202B;OSA;212PB;20121022;20121218;Algebra / B;TIEDEB;ME
YH00043;OJ;112PA;20120823;20121218;Ruotsin perusteet 1;OTA;ME
YH00045;OJ;112PF;20120823;20121218;Ruotsin perusteet 3;OTA;ME
TY080105L;OSA;112PC;20120903;20121215;Työelämän ja tekniikan englanti 1 (luokka);TIEDEB;ME
ME080306;OJ;112RA;20120823;20121214;Energiatekniikka;OTA;ME
TY080105L;OSA;112PB;20120903;20121214;Työelämän ja tekniikan englanti 1 (luokka);TIEDEB;ME
TY080107;OJ;112PF;20120903;20121214;Työelämän ja tekniikan ruotsi;TIEDEB;ME
YH00045;OJ;212PD;20120903;20121214;Ruotsin perusteet 3;TIEDEB;ME
ME080203B;OSA;212PA;20121022;20121203;Lujuusoppi;TIEDEB;ME
ME080204B;OSA;212PA;20121022;20121203;Koneenosat;TIEDEB;ME
TY080208SY;OSA;112PJ;20120823;20121118;Fysiikan laboratiot, syksy;TIEDEB;ME
ME080504A;OSA;112RA;20120823;20121102;Suunnitteluprojekti;OTA;ME
ME080307;OJ;112RA;20120823;20121025;Laatu ja koneturvallisuus;OTA;ME
ME080501;OJ;112RA;20120801;20121023;Konstruktiosuunnittelu;OTA;ME
ME080102;OJ;112PA;20120801;20121021;Tuotantotekniikan laboraatiot;TIEDEB;ME
ME080303;OJ;112PA;20120801;20121021;Ohjelmointi;TIEDEB;ME
ME080306;OJ;212PA;20120801;20121021;Energiatekniikka;TIEDEB;ME
TY080101D;OSA;112PA;20120801;20121021;Opiskelutaidot: Tietotekniikan perusteet;OTA;ME
TY080101D;OSA;112PF;20120801;20121021;Opiskelutaidot: Tietotekniikan perusteet;TIEDEB;ME
TY080101D;OSA;112PG;20120801;20121021;Opiskelutaidot: Tietotekniikan perusteet;TIEDEB;ME
TY080208TT;OSA;112PE;20120801;20121021;Fysiikan laboraatiot, työturvallisuus;TIEDEB;ME
TY080208TT;OSA;112PF;20120801;20121021;Fysiikan laboraatiot, työturvallisuus;TIEDEB;ME
AU080302A;OSA;112RA;20120823;20121019;Tuotantoautomaation perusteet;OTA;ME
AU080402;OJ;112RA;20120823;20121019;Kenttäväylät;OTA;ME
AU080404A;OSA;112PA;20120823;20121019;Ohjausjärjestelmien laboraatiot;TIEDEB;ME
AU080502A;OSA;112RA;20120823;20121019;Robotiikka ja konenäkö, robotiikka;OTA;ME
ME080101;OJ;212PA;20120823;20121019;Tuotantotekniikat;TIEDEB;ME
ME080103;OJ;112PA;20120823;20121019;Teknillinen piirustus;TIEDEB;ME
ME080103;OJ;112PB;20120823;20121019;Teknillinen piirustus;TIEDEB;ME
ME080103;OJ;112RA;20120823;20121019;Teknillinen piirustus;OTA;ME
ME080105;OJ;212PA;20120823;20121019;Metallioppi;OTA;ME
ME080202A;OSA;112RA;20120823;20121019;Statiikka ja dynamiikka;OTA;ME
ME080203A;OSA;112PA;20120823;20121019;Lujuusoppi;TIEDEB;ME
ME080203A;OSA;112PB;20120823;20121019;Lujuusoppi;TIEDEB;ME
ME080204A;OSA;112PA;20120823;20121019;Koneenosat;TIEDEB;ME
ME080204A;OSA;112PB;20120823;20121019;Koneenosat;TIEDEB;ME
ME080304A;OSA;112RA;20120823;20121019;Automaatiotekniikan perusteet;OTA;ME
ME080304B;OSA;112PB;20120823;20121019;Automaatiotekniikan perusteet;OTA;ME
ME080307;OJ;112PA;20120823;20121019;Laatu ja koneturvallisuus;TIEDEB;ME
ME080401A;OSA;112RA;20120823;20121019;Hitsaustekniikka;OTA;ME
ME080402A;OSA;112PA;20120823;20121019;Työstötekniikka;TIEDEB;ME
ME080402A;OSA;112PB;20120823;20121019;Työstötekniikka;TIEDEB;ME
ME080402A;OSA;112RA;20120823;20121019;Työstötekniikka;OTA;ME
ME080403;OJ;112PA;20120823;20121019;Työkalusuunnittelu;TIEDEB;ME
ME080403;OJ;112PB;20120823;20121019;Työkalusuunnittelu;TIEDEB;ME
ME080502A;OSA;112PA;20120823;20121019;Tuotekehitysprosessi;TIEDEB;ME
ME080502A;OSA;112PB;20120823;20121019;Tuotekehitysprosessi;TIEDEB;ME
ME080502A;OSA;112PC;20120823;20121019;Tuotekehitysprosessi;OTA;ME
ME080503A;OSA;112PA;20120823;20121019;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME080503A;OSA;112PB;20120823;20121019;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME080504A;OSA;112PA;20120823;20121019;Suunnitteluprojekti;TIEDEB;ME
ME080504A;OSA;112RB;20120903;20121019;Suunnitteluprojekti;OTA;ME
ME080602A;OSA;112PA;20120823;20121019;Konedynamiikka;TIEDEB;ME
ME080801A;OSA;112PA;20120823;20121019;Höyrytekniikka;TIEDEB;ME
ME080801A;OSA;112PB;20120823;20121019;Höyrytekniikka;TIEDEB;ME
ME080803;OJ;112PA;20120823;20121019;Turbiinitekniikka;TIEDEB;ME
ME080803;OJ;112PB;20120823;20121019;Turbiinitekniikka;TIEDEB;ME
RT080501;OJ;112PD;20120823;20121019;Virtaustekniikka;TIEDEB;ME
TY080101A;OSA;112PJ;20120823;20121019;Opiskelutaidot;TIEDEB;ME
TY080101A;OSA;112PK;20120823;20121019;Opiskelutaidot;TIEDEB;ME
TY080101B;OSA;112PJ;20120823;20121019;Opiskelutaidot;TIEDEB;ME
TY080101B;OSA;112PK;20120823;20121019;Opiskelutaidot;TIEDEB;ME
TY080101C;OSA;112PJ;20120823;20121019;Opiskelutaidot;TIEDEB;ME
TY080101C;OSA;112PK;20120823;20121019;Opiskelutaidot;TIEDEB;ME
TY080101C;OSA;112RB;20120823;20121019;Opiskelutaidot;OTA;ME
TY080201;OJ;112PF;20120823;20121019;Insinöörin matemaattiset apuneuvot;TIEDEB;ME
TY080201;OJ;112PG;20120823;20121019;Insinöörin matemaattiset apuneuvot;TIEDEB;ME
TY080201;OJ;112RC;20120823;20121019;Insinöörin matemaattiset apuneuvot;OTA;ME
TY080202D;OSA;112PG;20120823;20121019;Algebra A;TIEDEB;ME
TY080202D;OSA;112PH;20120823;20121019;Algebra A;TIEDEB;ME
TY080204A;OSA;112RA;20120823;20121019;Differentiaali- ja integraalilaskenta A;OTA;ME
TY080205;OJ;112RG;20120823;20121019;Mekaniikka;OTA;ME
TY080206;OJ;112PF;20120823;20121019;Sähkömagnetismi;TIEDEB;ME
TY080206;OJ;112PG;20120823;20121019;Sähkömagnetismi;TIEDEB;ME
TY080209A;OSA;112PB;20120823;20121019;Kemia, luennot;TIEDEB;ME
TY080209A;OSA;112PC;20120823;20121019;Kemia, luennot;TIEDEB;ME
ME080202;OJ;111PA;20110801;20120731;Statiikka ja dynamiikka;TIEDEB;ME
VTP0999;OJ;111PH;20110801;20120731;Liikunta;TIEDEB;ME
VTP0999;OJ;111PI;20110801;20120731;Liikunta;TIEDEB;ME
VTP0999;OJ;111PM;20110801;20120731;Liikunta;TIEDEB;ME
ME080202;OJ;111PB;20110801;20120524;Statiikka ja dynamiikka;TIEDEB;ME
ME080303;OJ;412RA;20120323;20120524;Ohjelmointi;OTA;ME
ME080501;OJ;111PA;20120323;20120524;Konstruktiosuunnittelu;OTA;ME
TY080103B;OSA;412PA;20120323;20120524;Projektitoiminta;OTA;ME
TY080104;OJ;412PC;20120305;20120524;Tutkimusviestintä;OTA;ME
TY080105;OJ;111PA;20110801;20120524;Työelämän ja tekniikan englanti 1;OTA;ME
TY080204;OJ;312RC;20120109;20120524;Differentiaali- ja integraalilaskenta;OTA;ME
TY080208J;OSA;111RC;20110801;20120524;Fysiikan laboraatiot;OTA;ME
VTP0999;OJ;110PH;20100801;20120524;Liikunta;TIEDEB;ME
VTP0999;OJ;111PG;20100801;20120524;Liikunta;TIEDEB;ME
VTP0999;OJ;111PP;20110801;20120524;Liikunta;TIEDEB;ME
VTP0999;OJ;111PT;20110801;20120524;Liikunta;TIEDEB;ME
TY080208KE;OSA;312PH;20120103;20120515;Fysiikan laboraatiot, kevät;TIEDEB;ME
TY080107B;OSA;412PA;20120312;20120513;Ruotsi/Kirjallinen taito;TIEDEB;ME
TY080107B;OSA;412PB;20120312;20120513;Ruotsi/Kirjallinen taito;TIEDEB;ME
VTP0999K;OJ;312PI;20120101;20120513;Liikunta, kevät;TIEDEB;ME
AU080404B;OSA;412PC;20120312;20120511;Ohjausjärjestelmien laboraatiot;TIEDEB;ME
AU080502B;OSA;412PB;20120312;20120511;Robotiikka ja konenäkö, konenäkö;TIEDEB;ME
AU080504B;OSA;412PA;20120312;20120511;Mallinnus ja simulointi;TIEDEB;ME
ME080105;OJ;412PA;20120312;20120511;Metallioppi;TIEDEB;ME
ME080105;OJ;412PB;20120312;20120511;Metallioppi;TIEDEB;ME
ME080202A;OSA;412PA;20120312;20120511;Statiikka ja dynamiikka;TIEDEB;ME
ME080202A;OSA;412PB;20120312;20120511;Statiikka ja dynamiikka;TIEDEB;ME
ME080202C;OSA;412PA;20120312;20120511;Statiikka ja dynamiikka;TIEDEB;ME
ME080202C;OSA;412PB;20120312;20120511;Statiikka ja dynamiikka;TIEDEB;ME
ME080301B;OSA;412PA;20120312;20120511;Sähkötekniikka;TIEDEB;ME
ME080301B;OSA;412PB;20120312;20120511;Sähkötekniikka;TIEDEB;ME
ME080302;OJ;412PA;20120308;20120511;Tietotekniikka ja tietoverkot;TIEDEB;ME
ME080302;OJ;412PB;20120308;20120511;Tietotekniikka ja tietoverkot;TIEDEB;ME
ME080305B;OSA;412PA;20120305;20120511;Hydrauliikka ja pneumatiikka;TIEDEB;ME
ME080305B;OSA;412PB;20120305;20120511;Hydrauliikka ja pneumatiikka;TIEDEB;ME
ME080401B;OSA;211PB;20120312;20120511;Hitsaustekniikka;TIEDEB;ME
ME080401B;OSA;412PA;20120305;20120511;Hitsaustekniikka;TIEDEB;ME
ME080601;OJ;312PA;20120103;20120511;Elementtijärjestelmän perusteet;TIEDEB;ME
ME080601B;OSA;412PA;20120312;20120511;Elementtijärjestelmän perusteet;TIEDEB;ME
ME080601B;OSA;412PB;20120312;20120511;Elementtijärjestelmän perusteet;TIEDEB;ME
ME080602;OJ;111PA;20120103;20120511;Konedynamiikka;TIEDEB;ME
ME080603;OJ;412PA;20120312;20120511;Tuotekehityksen harjoitukset;TIEDEB;ME
ME080802B;OSA;412PA;20120312;20120511;Voimalaitostekniikka;TIEDEB;ME
ME080802B;OSA;412PB;20120312;20120511;Voimalaitostekniikka;TIEDEB;ME
ME080804B;OSA;211PA;20120312;20120511;Kattilalaitoksen sähkö- ja automaatiotekniikka B;TIEDEB;ME
ME080901;OJ;412PA;20120312;20120511;Polttotekniikka;TIEDEB;ME
ME080901;OJ;412PB;20120312;20120511;Polttotekniikka;TIEDEB;ME
TY080102;OJ;412PB;20120305;20120511;Asiantuntijaviestintä;TIEDEB;ME
TY080102;OJ;412PC;20120312;20120511;Asiantuntijaviestintä;TIEDEB;ME
TY080104;OJ;412PD;20120305;20120511;Tutkimusviestintä;TIEDEB;ME
TY080105;OJ;312PE;20120103;20120511;Työelämän ja tekniikan englanti 1;OTA;ME
TY080107A;OSA;312PA;20120102;20120511;Ruotsi/Suullinen taito;TIEDEB;ME
TY080107A;OSA;312PB;20120102;20120511;Ruotsi/Suullinen taito;TIEDEB;ME
TY080204B;OSA;412PI;20120312;20120511;Differentiaali- ja integraalilaskenta B;TIEDEB;ME
TY080207B;OSA;412PA;20120312;20120511;Lämpötekniikka ja värähtelyt B;TIEDEB;ME
TY080207B;OSA;412PB;20120312;20120511;Lämpötekniikka ja värähtelyt B;TIEDEB;ME
TY080208KE;OSA;312PG;20120103;20120511;Fysiikan laboraatiot, kevät;TIEDEB;ME
YH00044;OJ;312PE;20120103;20120511;Ruotsin perusteet 2;MERI;ME
YH00044;OJ;412PF;20120305;20120511;Ruotsin perusteet 2;TIEDEB;ME
ME080302;OJ;312RA;20120101;20120430;Tietotekniikka ja tietoverkot;OTA;ME
YH00044;OJ;412PE;20120305;20120430;Ruotsin perusteet 2;TIEDEB;ME
AU080401B;OSA;412RA;20120305;20120427;Automaatiotekniikka;OTA;ME
AU080403;OJ;412RA;20120305;20120427;Käyttöliittymät;OTA;ME
AU080504B;OSA;211RA;20120305;20120427;Mallinnus ja simulointi;OTA;ME
ME080102;OJ;211RA;20120305;20120427;Tuotantotekniikan laboraatiot;OTA;ME
ME080203A;OSA;111RA;20120103;20120427;Lujuusoppi;OTA;ME
ME080203B;OSA;211RA;20120305;20120427;Lujuusoppi;OTA;ME
ME080204A;OSA;312PA;20120103;20120427;Koneenosat;OTA;ME
ME080204B;OSA;412RA;20120305;20120427;Koneenosat;OTA;ME
ME080301B;OSA;412RA;20120305;20120427;Sähkötekniikka;OTA;ME
ME080305B;OSA;412RA;20120305;20120427;Hydrauliikka ja pneumatiikka;OTA;ME
ME080306;OJ;412PA;20120305;20120427;Energiatekniikka;OTA;ME
ME080307;OJ;412PA;20120305;20120427;Laatu ja koneturvallisuus;OTA;ME
ME080401;OJ;312RA;20120103;20120427;Hitsaustekniikka;OTA;ME
ME080404;OJ;412PA;20120305;20120427;Valmistustekniikan laboraatiot;OTA;ME
ME080503B;OSA;412RA;20120305;20120427;Tietokoneavusteinen suunnittelu;OTA;ME
TY080107;OJ;312PA;20120103;20120427;Työelämän ja tekniikan ruotsi;MERI;ME
TY080107;OJ;312PB;20120101;20120427;Työelämän ja tekniikan ruotsi;MERI;ME
TY080202B;OSA;412RA;20120305;20120427;Algebra 2;OTA;ME
TY080203B;OSA;412RA;20120305;20120427;Geometria B;OTA;ME
TY080204B;OSA;412RA;20120302;20120427;Differentiaali- ja integraalilaskenta B;OTA;ME
TY080207B;OSA;412RA;20120305;20120427;Lämpötekniikka ja värähtelyt B;OTA;ME
TY080208E;OSA;312RC;20120103;20120427;Fysiikan laboratoriot 2;OTA;ME
TY080107A;OSA;111PA;20111001;20120420;Ruotsi/Suullinen taito;OTA;ME
TY080107B;OSA;211PA;20111020;20120415;Ruotsi/Kirjallinen taito;OTA;ME
ME080804A;OSA;111PA;20120101;20120322;Kattilalaitoksen sähkö- ja automaatiotekniikka A;TIEDEB;ME
ME080904A;OSA;211PA;20120101;20120322;Energiatalous;TIEDEB;ME
TY080102;OJ;312RC;20120104;20120322;Asiantuntijaviestintä;OTA;ME
TY080103A;OSA;312RA;20120101;20120322;Johtaminen;OTA;ME
YH00045;OJ;312PH;20120101;20120311;Ruotsin perusteet 3;TIEDEB;ME
AU080404A;OSA;312PD;20120103;20120309;Ohjausjärjestelmien laboraatiot;TIEDEB;ME
AU080502A;OSA;312PB;20120103;20120309;Robotiikka ja konenäkö, robotiikka;TIEDEB;ME
AU080504A;OSA;312PA;20120103;20120309;Mallinnus ja simulointi;TIEDEB;ME
ME080102;OJ;312PA;20120103;20120309;Tuotantotekniikan laboraatiot;TIEDEB;ME
ME080102;OJ;312PB;20120103;20120309;Tuotantotekniikan laboraatiot;TIEDEB;ME
ME080104;OJ;312PA;20120103;20120309;Materiaalit ja niiden valinta;TIEDEB;ME
ME080104;OJ;312PB;20120103;20120309;Materiaalit ja niiden valinta;TIEDEB;ME
ME080202B;OSA;312PA;20120103;20120309;Statiikka ja dynamiikka;TIEDEB;ME
ME080202B;OSA;312PB;20120103;20120309;Statiikka ja dynamiikka;TIEDEB;ME
ME080203B;OSA;312PA;20120103;20120309;Lujuusoppi;TIEDEB;ME
ME080203B;OSA;312PB;20120103;20120309;Lujuusoppi;TIEDEB;ME
ME080301A;OSA;312PA;20120103;20120309;Sähkötekniikka;TIEDEB;ME
ME080301A;OSA;312PB;20120103;20120309;Sähkötekniikka;TIEDEB;ME
ME080303;OJ;312PA;20120103;20120309;Ohjelmointi;TIEDEB;ME
ME080303;OJ;312PB;20120103;20120309;Ohjelmointi;TIEDEB;ME
ME080305A;OSA;312PA;20120301;20120309;Hydrauliikka ja pneumatiikka;TIEDEB;ME
ME080305A;OSA;312PB;20120103;20120309;Hydrauliikka ja pneumatiikka;TIEDEB;ME
ME080401A;OSA;312PA;20120103;20120309;Hitsaustekniikka;TIEDEB;ME
ME080401A;OSA;312PB;20120103;20120309;Hitsaustekniikka;TIEDEB;ME
ME080501;OJ;312PA;20120103;20120309;Konstruktiosuunnittelu;TIEDEB;ME
ME080501;OJ;312PB;20120103;20120309;Konstruktiosuunnittelu;TIEDEB;ME
ME080601A;OSA;312PA;20120103;20120309;Elementtijärjestelmän perusteet;TIEDEB;ME
ME080601A;OSA;312PB;20120103;20120309;Elementtijärjestelmän perusteet;TIEDEB;ME
ME080802A;OSA;312PA;20120103;20120309;Voimalaitostekniikka;TIEDEB;ME
ME080802A;OSA;312PB;20120103;20120309;Voimalaitostekniikka;TIEDEB;ME
ME080903B;OSA;312PA;20120103;20120309;Lämpökeskusten suunnittelu;TIEDEB;ME
ME080904B;OSA;312PA;20120103;20120309;Energiatalous;TIEDEB;ME
TY080104;OJ;312PA;20120103;20120309;Tutkimusviestintä;TIEDEB;ME
TY080203B;OSA;312PF;20120103;20120309;Geometria B;TIEDEB;ME
TY080203B;OSA;312PG;20120103;20120309;Geometria B;TIEDEB;ME
TY080204A;OSA;312PG;20120103;20120309;Differentiaali- ja integraalilaskenta A;TIEDEB;ME
TY080204A;OSA;312PH;20120103;20120309;Differentiaali- ja integraalilaskenta A;TIEDEB;ME
TY080207A;OSA;312PA;20120103;20120309;Lämpötekniikka ja värähtelyt A;TIEDEB;ME
TY080207A;OSA;312PB;20120103;20120309;Lämpötekniikka ja värähtelyt A;TIEDEB;ME
TY080209B;OSA;312PA;20120103;20120309;Kemia, laboratoriotyöt;TIEDEB;ME
TY080209B;OSA;312PC;20120103;20120309;Kemia, laboratoriotyöt;TIEDEB;ME
TY080209B;OSA;312PD;20120103;20120309;Kemia, laboratoriotyöt;TIEDEB;ME
YH00045;OJ;312PG;20120103;20120309;Ruotsin perusteet 3;TIEDEB;ME
TY080204B;OSA;412PG;20120223;20120306;Differentiaali- ja integraalilaskenta B;TIEDEB;ME
AU080401A;OSA;312RA;20120103;20120302;Automaatiotekniikka;TIEDEB;ME
AU080504A;OSA;312RA;20120103;20120302;Mallinnus ja simulointi;OTA;ME
ME080101;OJ;312RA;20120103;20120302;Tuotantotekniikat;OTA;ME
ME080105;OJ;312PA;20120103;20120302;Metallioppi;OTA;ME
ME080202C;OSA;312RA;20120103;20120302;Statiikka ja dynamiikka;OTA;ME
ME080301A;OSA;312RA;20120103;20120302;Sähkötekniikka;OTA;ME
ME080305A;OSA;312RA;20120103;20120302;Hydrauliikka ja pneumatiikka;OTA;ME
ME080403;OJ;312RA;20120103;20120302;Työkalusuunnittelu;OTA;ME
ME080503A;OSA;312RA;20120103;20120302;Tietokoneavusteinen suunnittelu;OTA;ME
TY080202A;OSA;312RA;20120103;20120302;Algebra 1;OTA;ME
TY080203A;OSA;312RA;20120103;20120302;Geometria A;OTA;ME
TY080204A;OSA;312RA;20120103;20120302;Differentiaali- ja integraalilaskenta A;OTA;ME
TY080207A;OSA;312RA;20120103;20120302;Lämpötekniikka ja värähtelyt A;OTA;ME
TY080208EA;OSA;312PA;20120103;20120302;Fysiikan laboraatiot, ensiapu;OTA;ME
TY080208TT;OSA;312PA;20120103;20120302;Fysiikan laboraatiot, työturvallisuus;OTA;ME
AU080502B;OSA;211RA;20111020;20111231;Robotiikka ja konenäkö, konenäkö;OTA;ME
ME080101;OJ;211PA;20111017;20111231;Tuotantotekniikat;TIEDEB;ME
ME080101;OJ;211PB;20111017;20111231;Tuotantotekniikat;TIEDEB;ME
ME080101;OJ;211PC;20111020;20111231;Tuotantotekniikat;TIEDEB;ME
ME080105;OJ;211PA;20111017;20111231;Metallioppi;TIEDEB;ME
ME080105;OJ;211PB;20111017;20111231;Metallioppi;TIEDEB;ME
ME080105;OJ;211PC;20111020;20111231;Metallioppi;TIEDEB;ME
ME080201;OJ;211PB;20111017;20111231;3D-mallintaminen;TIEDEB;ME
ME080201;OJ;211PC;20111017;20111231;3D-mallintaminen;TIEDEB;ME
ME080201;OJ;211PD;20111020;20111231;3D-mallintaminen;TIEDEB;ME
ME080202B;OSA;211PA;20111020;20111231;Statiikka ja dynamiikka;OTA;ME
ME080203;OJ;111PA;20110801;20111231;Lujuusoppi;TIEDEB;ME
ME080203A;OSA;211PA;20111017;20111231;Lujuusoppi;TIEDEB;ME
ME080203A;OSA;211PB;20111017;20111231;Lujuusoppi;TIEDEB;ME
ME080203A;OSA;211PC;20111020;20111231;Lujuusoppi;TIEDEB;ME
ME080204B;OSA;211PA;20111017;20111231;Koneenosat;TIEDEB;ME
ME080204B;OSA;211PD;20111020;20111231;Koneenosat;TIEDEB;ME
ME080303;OJ;211RA;20111020;20111231;Ohjelmointi;OTA;ME
ME080304A;OSA;111PA;20111020;20111231;Automaatiotekniikan perusteet;TIEDEB;ME
ME080304A;OSA;111PD;20111020;20111231;Automaatiotekniikan perusteet;TIEDEB;ME
ME080306;OJ;211PA;20111017;20111231;Energiatekniikka;TIEDEB;ME
ME080306;OJ;211PB;20111017;20111231;Energiatekniikka;TIEDEB;ME
ME080307;OJ;211PA;20111017;20111231;Laatu ja koneturvallisuus;TIEDEB;ME
ME080401;OJ;211PA;20111014;20111231;Hitsaustekniikka;TIEDEB;ME
ME080402B;OSA;211PA;20111017;20111231;Työstötekniikka;TIEDEB;ME
ME080402B;OSA;211PC;20111020;20111231;Työstötekniikka;TIEDEB;ME
ME080403;OJ;111PB;20110801;20111231;Työkalusuunnittelu;TIEDEB;ME
ME080404;OJ;111PA;20110801;20111231;Valmistustekniikan laboraatiot;TIEDEB;ME
ME080404;OJ;211PA;20111017;20111231;Valmistustekniikan laboraatiot;TIEDEB;ME
ME080502B;OSA;211PA;20111017;20111231;Tuotekehitysprosessi;TIEDEB;ME
ME080502B;OSA;211PC;20111020;20111231;Tuotekehitysprosessi;TIEDEB;ME
ME080503;OJ;111PA;20110801;20111231;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME080503B;OSA;211PA;20111017;20111231;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME080503B;OSA;211PB;20111020;20111231;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME080504;OJ;111PA;20110801;20111231;Suunnitteluprojekti;TIEDEB;ME
ME080504B;OSA;211PA;20111017;20111231;Suunnitteluprojekti;TIEDEB;ME
ME080602B;OSA;211PA;20111017;20111231;Konedynamiikka;TIEDEB;ME
ME080603;OJ;211PA;20111017;20111231;Tuotekehityksen harjoitukset;TIEDEB;ME
ME080801;OJ;111PB;20110801;20111231;Höyrytekniikka;TIEDEB;ME
ME080804;OJ;111PA;20110801;20111231;Kattilalaitoksen sähkö- ja automaatiotekniikka;OTA;ME
ME080804B;OSA;211PB;20111020;20111231;Kattilalaitoksen sähkö- ja automaatiotekniikka B;OTA;ME
ME080903A;OSA;211PA;20111017;20111231;Lämpökeskusten suunnittelu;TIEDEB;ME
RT080503;OJ;211PB;20111017;20111231;Kylmätekniikka;TIEDEB;ME
RT080503;OJ;211PD;20111020;20111231;Kylmätekniikka;TIEDEB;ME
RT080505;OJ;211PB;20111017;20111231;Virtaus- ja lämmönsiirtolaboratoriotyöt;TIEDEB;ME
RT080505;OJ;211PC;20111020;20111231;Virtaus- ja lämmönsiirtolaboratoriotyöt;TIEDEB;ME
TY080103B;OSA;211PC;20111017;20111231;Projektitoiminta;TIEDEB;ME
TY080103B;OSA;211PD;20111017;20111231;Projektitoiminta;TIEDEB;ME
TY080103B;OSA;211PE;20111020;20111231;Projektitoiminta;TIEDEB;ME
TY080105L;OSA;111PB;20110801;20111231;Työelämän ja tekniikan englanti 1 (luokka);TIEDEB;ME
TY080105S;OSA;111PC;20110801;20111231;Työelämän ja tekniikan englanti 1 (studio);TIEDEB;ME
TY080105S;OSA;111PD;20110801;20111231;Työelämän ja tekniikan englanti 1 (studio);TIEDEB;ME
TY080105S;OSA;111PG;20110801;20111231;Työelämän ja tekniikan englanti 1 (studio);TIEDEB;ME
